"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"37/000296";"Hotel";"4ª - 4 Estrellas";"";"SOHO BOUTIQUE SALAMANCA";"Plaza PLAZA DEL ANGEL, 5-7";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923993900";"";"";"reservas@sohosalamanca.com";"www.sohosalamanca.com";"";"";"41";"";"";"Si";
"09/000290";"Hotel";"2ª - 2 Estrellas";"";"EL CAPRICHO";"Calle Ciruelo, 1";"09343";"Burgos";"Villahoz";"VILLAHOZ";"VILLAHOZ";"947186141";"642531627";"";"";"";"";"";"19";"-3,917993";"42,076527";"Si";
"47/000195";"Hostal";"2ª - 2 Estrellas";"";"LA ABUELA";"Carretera Nacional  N-620, KM. 132,7";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"983590375";"983590469";"";"";"";"";"";"25";"-4,7756451";"41,6346341";"Si";
"34/000142";"Hostal Residencia";"1ª - 1 Estrella";"";"SANTIAGO";"PLAZA DE LOS REGENTES, 8";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"979881052";"";"";"";"";"";"";"35";"";"";"";
"42/000236";"Hostal Residencia";"2ª - 2 Estrellas";"";"VIRGINIA";"CASTILLO DE VINUESA, 21";"42150";"Soria";"Vinuesa";"VINUESA";"";"975378555";"";"";"direccion@hotelvirginiarh.com";"";"";"";"38";"";"";"";
"40/000146";"Hostal";"2ª - 2 Estrellas";"";"HOSPEDERÍA EL RINCÓN";"Plaza MAYOR 13";"40200";"Segovia";"Cuéllar";"CUELLAR";"CUELLAR";"639730388";"639730388";"";"niky_lovee@yahoo.com";"";"";"";"12";"";"";"";
"24/000382";"Hostal";"2ª - 2 Estrellas";"";"EL VALLE";"CTRA. LA ROBLA-MATALLANA";"24648";"León";"Robla (La)";"CANDANEDO DE FENAR";"CANDANEDO DE FENAR";"987578427";"";"";"";"";"";"";"22";"";"";"";
"47/000196";"Hotel";"3ª - 3 Estrellas";"";"VILLA DE FERIAS";"Carretera CTRª. DE MADRID, kM.157";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"MEDINA DEL CAMPO";"983802700";"983801656";"";"info@villadeferias.com";"www.villadeferias.com";"";"";"62";"";"";"";
"49/000157";"Hotel";"2ª - 2 Estrellas";"";"CAÑADA REAL";"Camino CAÑADA DEL TESORO";"49630";"Zamora";"Villalpando";"VILLALPANDO";"*DISEMINADO*";"980667001";"980667002";"669970989";"";"www.hotelcanadareal.com";"";"";"29";"-5,379418";"41,827402";"Si";
"47/000197";"Pensión";"Categoría única";"";"ZAMORA";"C/ GONZALEZ PISADOR, 1";"47500";"Valladolid";"Nava del Rey";"NAVA DEL REY";"NAVA DEL REY";"983850703";"";"";"";"";"";"";"10";"";"";"";
"24/000383";"Hotel";"3ª - 3 Estrellas";"";"PUERTA VADINIA";"Calle ESTEBAN CORRAL, 5 5";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"987701025";"";"";"hotel@hotelrioesla.com";"www.hotelrioesl.com";"";"";"27";"";"";"";
"24/000384";"Hostal";"2ª - 2 Estrellas";"";"ALBERGUERÍA DEL CAMINO";"Calle CONCEPCIÓN 12";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987311193";"667621337";"";"jcachan@terra.es";"www.albergueriadelcamino.com";"";"";"8";"";"";"Si";
"47/000198";"Hotel";"3ª - 3 Estrellas";"";"RUTA DEL DUERO";"AVDª DE LOS ALAMOS,S/N (POLIGONO LA MORA)";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"CISTERNIGA";"983403131";"";"";"reservas@hotelrutadelduero.com";"www.hotelrutadelduero.com";"";"";"63";"-4,6733";"41,599575";"Si";
"09/000291";"Pensión";"Categoría única";"";"PILI";"Calle CL/FRANCISCO DE LONGA, 4";"09294";"Burgos";"Puebla de Arganzón (La)";"PUEBLA DE ARGANZON (LA)";"PUEBLA DE ARGANZON (LA)";"945 373088";"626489672";"";"ricardobai@hotmail.com";"www.hostalpensionpili.com";"";"";"16";"-2,829732";"42,764008";"";
"24/000385";"Hotel";"2ª - 2 Estrellas";"";"HOTEL MEDULIO";"Calle MEDULAS SN";"24442";"León";"Carucedo";"MEDULAS (LAS)";"MEDULAS (LAS)";"987425771";"";"";"RECEPCIONMEDULIO@GMAIL.COM";"";"";"";"44";"-6,767908";"42,4603";"Si";
"42/000237";"Hotel Residencia";"2ª - 2 Estrellas";"";"ALBA";"SANTA BÁRBARA, 13";"42001";"Soria";"Soria";"SORIA";"";"975226122";"609876640";"";"";"";"";"";"6";"";"";"";
"34/000143";"Hostal";"1ª - 1 Estrella";"";"LA TABLA";"Calle C/ EL CABO, S/N";"34406";"Palencia";"Báscones de Ojeda";"BASCONES DE OJEDA";"BASCONES DE OJEDA";"979189669";"";"";"";"www.latabla.weebly.com";"";"";"8";"-4,527338";"42,668496";"";
"09/000292";"Pensión";"Categoría única";"";"NUMANCIA III";"C/ MARIA MOLINER, Nº 10";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 474008";"";"";"";"";"";"";"21";"-3,657909";"42,36394";"Si";
"47/000199";"Pensión";"Categoría única";"";"MIRADOR DE DUEY";"C/ MAYOR, S/N";"47698";"Valladolid";"Cabezón de Valderaduey";"CABEZON DE VALDERADUEY";"";"983756054";"";"";"";"";"";"";"7";"";"";"";
"49/000159";"Hotel";"4ª - 4 Estrellas";"";"NH PALACIO DEL DUERO";"Plaza PLAZA DE LA HORTA, 1";"49002";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980508262";"";"";"nhpalaciodelduero@nh-hotels.com";"www.nh-hotels.com";"";"";"93";"-5,744369";"41,501627";"Si";
"42/000238";"Hostal Residencia";"2ª - 2 Estrellas";"";"MAYOR 71";"Calle PEDRO SOTO 4";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975368024";"";"";"mariarobredoridruejo@gmail.com";"www.hostalmayor71.es";"";"";"26";"";"";"";
"49/000160";"Hotel";"4ª - 4 Estrellas";"";"ALDA MERCADO DE ZAMORA";"Plaza MERCADO 20";"49003";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980980068";"613273525";"";"mercadozamora@aldahotels.com";"";"";"";"79";"";"";"";
"09/000293";"Pensión";"Categoría única";"";"LA CEPA DE ORO";"Calle BENJAMIN PALENCIA, 5";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947506061";"";"";"";"";"";"";"30";"-3,689659";"41,660176";"";
"09/000294";"Hotel";"4ª - 4 Estrellas";"";"NH COLLECTION PALACIO DE BURGOS";"Calle C/ MERCED, Nº 13";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947479900";"";"";"nhcollectionpalaciodeburgos@nh-hotels.com";"www.nh-hotels.com";"";"";"209";"-3,703817";"42,338514";"Si";
"09/000295";"Hotel Residencia";"2ª - 2 Estrellas";"";"DOÑA SANCHA";"AVDA/VICTOR BARBADILLO, Nº 31";"09346";"Burgos";"Covarrubias";"COVARRUBIAS";"COVARRUBIAS";"947406400";"600786794";"";"reservas@hoteldonasancha.com";"www.hoteldonasancha.com";"";"";"27";"-3,5136111";"42,0594444";"";
"34/000144";"Hotel";"3ª - 3 Estrellas";"";"HOTEL AREA SUCO";"Carretera Ctra. NACIONAL,120.PK nº 54";"34250";"Palencia";"Quintana del Puente";"QUINTANA DEL PUENTE";"QUINTANA DEL PUENTE";"979792111";"979749044";"";"fernando@hotelessuco.com / reservas( ª )hotelessuco.com";"";"";"";"81";"-4,210015";"42,07774";"Si";
"24/000387";"Pensión";"Categoría única";"";"ALDA CENTRO LEON II";"Calle CALLE LA TORRE, 3 - 1º IZQ.";"24002";"León";"León";"LEON";"LEON";"987225594";"";"";"ALDACENTROLEON@ALDAHOTELS.COM";"";"";"";"13";"-5,57289";"42,600397";"";
"24/000388";"Pensión";"Categoría única";"";"EL HORNO";"Calle VÍCTOR DE LOS RÍOS 21  1";"24006";"León";"León";"LEON";"LEON";"620905375";"";"";"INFO@MESONPENSIONELHORNO.COM";"WWW.MESONPENSIONELHORNO.COM";"";"";"13";"";"";"Si";
"49/000162";"Hostal Residencia";"2ª - 2 Estrellas";"";"CARMEN";"Carretera CARRETERA ILANES S/N";"49350";"Zamora";"Galende";"PUENTE (EL)";"PUENTE (EL)";"980621470";"";"";"";"";"";"";"14";"-6,643021";"42,08353";"";
"09/000296";"Hotel Residencia";"3ª - 3 Estrellas";"";"CUÉNTAME LA PUEBLA";"Calle La Puebla, 20";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947250900";"";"";"info@hotelcuentamelapuebla.com";"www.hotelescuentame.com";"";"";"34";"-3,698176";"42,342146";"Si";
"24/000389";"Hotel";"4ª - 4 Estrellas";"";"AC PONFERRADA";"Avenida AVDA ASTORGA, 2";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409973";"";"";"acponferrada@ac-hoteles.com";"www.ac-hoteles.com";"";"";"90";"-6,583054";"42,549381";"Si";
"05/000144";"Hostal";"1ª - 1 Estrella";"";"ROSI";"Plaza DEL CAMPILLO, Nº 22";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"BARCO DE AVILA (EL)";"920340055";"";"";"";"";"";"";"20";"";"";"";
"42/000242";"Hostal Residencia";"2ª - 2 Estrellas";"";"TIRSO DE MOLINA";"Calle PALACIO 1";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"687295527";"";"";"padillap@hotmail.es";"";"";"";"9";"";"";"";
"34/000145";"Hotel";"2ª - 2 Estrellas";"";"MONTAÑA PALENTINA";"Avenida AVDA. DE ASTURIAS, Nº 152";"34880";"Palencia";"Guardo";"GUARDO";"GUARDO";"979851520";"";"";"";"www.hotelguardo.com";"";"";"22";"-4,849009";"42,802517";"";
"47/000201";"Hostal";"2ª - 2 Estrellas";"";"SAN ANTOLIN";"Calle SAN ANTOLIN 8";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983796771";"691883600";"";"reservas@hostalsanantolin.com";"www.hostalsanantolin.es";"";"";"23";"";"";"";
"34/000146";"Hostal";"1ª - 1 Estrella";"";"RATON";"Calle C/ EXTRAMUROS, Nº 64";"34300";"Palencia";"Paredes de Nava";"PAREDES DE NAVA";"PAREDES DE NAVA";"979830852";"";"";"";"www.hostalraton@telefonica.net";"";"";"12";"-4,687822";"42,154846";"";
"42/000243";"Hotel";"3ª - 3 Estrellas";"";"RIVERA DEL DUERO";"Avenida VALLADOLID 131";"42330";"Soria";"San Esteban de Gormaz";"SAN ESTEBAN DE GORMAZ";"SAN ESTEBAN DE GORMAZ";"975350059";"";"";"";"www.hotelrivera.es";"";"";"41";"-3,201778";"41,572743";"Si";
"34/000147";"Hostal";"1ª - 1 Estrella";"";"AREÑOS";"Avenida AREÑOS 50";"34886";"Palencia";"Velilla del Río Carrión";"VELILLA DEL RIO CARRION";"VELILLA DEL RIO CARRION";"979699180";"";"";"";"";"";"";"15";"-4,849351";"42,829106";"Si";
"37/000299";"Hotel";"2ª - 2 Estrellas";"";"VILLAMAYOR";"Camino CAMINO ALTO DE LOS VILLARES, Nº 57";"37185";"Salamanca";"Villamayor";"VILLAMAYOR";"VILLAMAYOR";"00000000";"";"";"";"";"";"";"33";"";"";"";
"37/000300";"Hotel";"4ª - 4 Estrellas";"";"EUROSTARS LAS CLARAS";"C/ MARQUESA DE ALMARZA, S/N";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923128500";"";"";"direccion@eurostarslasclaras.com";"www.eurostarslasclaras.com";"";"";"135";"";"";"Si";
"34/000148";"Hotel";"4ª - 4 Estrellas";"";"AC HOTEL PALENCIA";"Avenida AVDA. DE CUBA, 25";"34004";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979165701";"";"";"acpalencia@ac-hotels.com";"www.ac-hotels.com";"";"";"111";"-4,520704";"42,013909";"";
"09/000297";"Hotel Residencia";"2ª - 2 Estrellas";"";"LA POSADA DE EUFRASIO";"Calle Vista Alegre 15";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947 170257";"";"";"";"www.posadadeeufrasio.com";"";"";"18";"";"";"";
"24/000391";"Hotel Residencia";"2ª - 2 Estrellas";"";"SAN MILLÁN PALACE";"Carretera CTRA. NAC. 630, KM 181";"24237";"León";"San Millán de los Caballeros";"SAN MILLAN DE LOS CABALLEROS";"SAN MILLAN DE LOS CABALLEROS";"987768146";"987768144";"";"hospederiasanmillan@hotmail.com";"";"";"";"7";"-5,578058";"42,289428";"Si";
"37/000301";"Hotel";"4ª - 4 Estrellas";"";"ABBA FONSECA";"Plaza SAN BLAS 2";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923011010";"";"";"fonseca@abbahoteles.com";"www.abbahoteles.com";"";"";"163";"-5,7697222";"40,9644444";"Si";
"05/000145";"Hostal";"2ª - 2 Estrellas";"";"EL MANANTIAL DE GREDOS";"Calle CARRETERA ARENAS DE SAN PEDRO, Nº 42";"05416";"Ávila";"Arenal (El)";"ARENAL (EL)";"ARENAL (EL)";"920 375066";"";"";"";"http://hostalrural-gredos.iespana.es";"";"";"21";"-5,08915";"40,263934";"Si";
"47/000204";"Hotel";"4ª - 4 Estrellas";"";"HOTEL VALLADOLID RECOLETOS";"Calle ACERA DE RECOLETOS, 13";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983216200";"";"";"recepcion@valladolidrecoletos.com";"www.valladolidrecoletos.com";"";"";"152";"";"";"Si";
"40/000149";"Hostal Residencia";"2ª - 2 Estrellas";"";"AVANTO";"Carretera  SEGOVIA-AREVALO, KM, 25,800";"40440";"Segovia";"Santa María la Real de Nieva";"SANTA MARIA LA REAL DE NIEVA";"SANTA MARIA LA REAL DE NIEVA";"921594223";"921594503";"";"";"";"";"";"24";"";"";"";
"24/000393";"Hostal";"1ª - 1 Estrella";"";"EL RUEDO";"PLAZA MAYOR, 1";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987780075";"987781834";"";"info@restauranteelruedo.com";"www.restauranteelruedo.com";"";"";"8";"";"";"";
"34/000150";"Hostal";"1ª - 1 Estrella";"";"LOS CHOPOS II";"Carretera CTRA. SANTANDER KM 59";"34460";"Palencia";"Osorno la Mayor";"OSORNO";"OSORNO";"979817320";"";"";"";"";"";"";"12";"-4,351374";"42,416591";"";
"37/000302";"Hotel";"4ª - 4 Estrellas";"";"HOTEL SALAMANCA MONTALVO";"Calle HOCES DEL DURATÓN 1";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923194040";"";"";"reservas@hotelsalamancamontalvo.com";"www.hotelsalamancamontalvo.com";"";"";"108";"-5,668127";"40,940358";"Si";
"05/000148";"Hotel";"2ª - 2 Estrellas";"";"EL CASTREJÓN";"Calle C/ LOS CAÑOS, Nº 10";"05260";"Ávila";"Cebreros";"CEBREROS";"CEBREROS";"918630044";"";"";"hotelcastrejon@elcastrejon.com";"www.elcastrejon.com";"";"";"51";"-4,46461";"40,453344";"Si";
"09/000299";"Hotel Residencia";"4ª - 4 Estrellas";"";"SPA TUDANCA ARANDA";"Carretera Madrid-Irún, N-1,  km. 153";"09471";"Burgos";"Fuentespina";"FUENTESPINA";"FUENTESPINA";"947506011";"";"";"reservasaranda@hotelestudanca.com";"www.tudanca-aranda.com";"";"";"71";"-3,6866667";"41,6236111";"Si";
"47/000205";"Hotel";"5ª - 5 Estrellas";"";"AC PALACIO DE SANTA ANA";"Camino  de la Flecha s/n";"47197";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983409920";"646";"";"reception.palaciosantaana@acmarriott.com";"www.hotelacpalaciodesantaana.com";"";"";"187";"-4,762239";"41,624482";"Si";
"09/000300";"Hotel Residencia";"2ª - 2 Estrellas";"";"HOTEL ALDA PUERTO SECO";"Calle VITORIA 286";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947652816";"947652816";"";"puertoseco@aldahoteles.com";"www.aldapuertoseco.es";"";"";"30";"-3,663435";"42,354919";"Si";
"37/000303";"Hotel";"5ª - 5 Estrellas";"";"HOSPES PALACIO DE SAN ESTEBAN";"Calle ARROYO DE SANTO DOMINGO 3";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923262296";"";"";"af.palaciosanesteban@hospes.com";"https://www.hospes.com/";"";"";"97";"";"";"Si";
"37/000304";"Hostal";"1ª - 1 Estrella";"";"HOSTAL LA FUENTE";"Carretera ENCINAS-CANTALAPIEDRA 46";"37330";"Salamanca";"Babilafuente";"BABILAFUENTE";"BABILAFUENTE";"681681701";"";"";"hernandezperez1997sl@gmail.com";"";"";"";"18";"";"";"";
"24/000395";"Hostal";"2ª - 2 Estrellas";"";"PALAZUELO";"Avenida Avda. Mayorga-Astorga, km 30";"24680";"León";"Villamañán";"VILLAMAÑAN";"VILLAMAÑAN";"987768210";"";"";"";"";"";"";"67";"-5,571568";"42,313681";"";
"42/000245";"Hotel";"2ª - 2 Estrellas";"";"LA POSADA DE NUMANCIA";"Calle RAMON BENITO ACEÑA 34";"42162";"Soria";"Garray";"GARRAY";"GARRAY";"692092996";"";"";"shirleydiaz011@gmail.com";"www.laposadadenumancia.es";"";"";"22";"";"";"";
"37/000305";"Hostal";"2ª - 2 Estrellas";"";"ANTIGUA POSADA";"C/ VICTOR GORZO, 1";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"679236932";"";"";"";"";"";"";"10";"";"";"";
"42/000246";"Hotel Residencia";"2ª - 2 Estrellas";"";"LA HOSTERIA DE CASTROVIEJO";"Calle LA PEÑA 12";"42158";"Soria";"Duruelo de la Sierra";"DURUELO DE LA SIERRA";"DURUELO DE LA SIERRA";"975371424";"975371318";"";"hosteleria@castroviejo.net";"www.castroviejo.net";"";"";"19";"";"";"";
"42/000247";"Pensión";"Categoría única";"";"EL GALLO";"MAYOR, 91";"42110";"Soria";"Ólvega";"OLVEGA";"OLVEGA";"976645073";"";"";"sarnagomarin@.terraes";"www.pensionelgallo.com";"";"";"14";"";"";"";
"37/000306";"Hostal Residencia";"1ª - 1 Estrella";"";"MONTEMAYOR";"Calle MODESTO BLAZQUEZ,12";"37727";"Salamanca";"Montemayor del Río";"MONTEMAYOR DEL RIO";"MONTEMAYOR DEL RIO";"923431082";"923268972";"";"";"";"";"";"9";"";"";"";
"09/000301";"Hotel Residencia";"2ª - 2 Estrellas";"";"ALISI";"Avenida AVDA. CASTILLA, Nº 25";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947048058";"";"";"";"www.hotel-alisi.com";"";"";"59";"";"";"Si";
"37/000307";"Hotel";"4ª - 4 Estrellas";"";"SALAMANCA FORUM RESORT - HOTEL DOÑA BRIGIDA";"Urbanización URBANIZACION VEGA DE SALAMANCA, S/N";"37185";"Salamanca";"Villamayor";"VILLAMAYOR";"VILLAMAYOR";"923337020";"902197847";"";"reservas.hoteldb@grupomrs.com";"www.salamancaforum.com";"";"";"436";"-5,711617";"40,983292";"Si";
"34/000151";"Pensión";"Categoría única";"";"LA PLAYA";"Calle  EXTRAMUROS s/n";"34208";"Palencia";"Reinoso de Cerrato";"REINOSO DE CERRATO";"REINOSO DE CERRATO";"979784263";"615141901";"";"luisreinoso_18@hotmail.com";"";"";"";"45";"";"";"";
"49/000163";"Pensión";"Categoría única";"";"OASIS";"Calle CHURRUCA 62";"49022";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980524205";"";"";"hostal@oasiszamora.com";"";"";"";"14";"-5,728864";"41,514583";"";
"37/000309";"Hotel";"4ª - 4 Estrellas";"";"CIUDAD DE SALAMANCA";"Avenida AVD DE LA SALLE, 16-20";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923190616";"923190636";"";"ciudaddesalamanca@vinccihoteles.com";"www.vinccihoteles.com";"";"";"159";"-5,67844";"40,955269";"Si";
"09/000302";"Pensión";"Categoría única";"";"LAS MATILLAS";"Calle Santa Teresa, 18  1 A-B";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"667535030";"";"";"lasmatillaspension@gmail.com";"www.pensionlasmatillas.com";"";"";"16";"-2,951673";"42,69057";"Si";
"47/000206";"Hotel";"4ª - 4 Estrellas";"";"EL JARDÍN DE LA ABADÍA";"Calle  SAN JOSÉ, 3-5";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983409916";"983 409917";"";"hotel@jardindelaabadia.com";"www.jardindelaabadia.com";"";"";"36";"";"";"Si";
"37/000310";"Hotel";"4ª - 4 Estrellas";"";"HOTEL BARDO RECOLETOS COCO";"Avenida AGUSTINOS RECOLETOS 44";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923226500";"";"";"reservas@hotelbardorecoletos.es";"www.hotelrecoletos.es";"";"";"154";"-5,663437";"40,981767";"Si";
"24/000396";"Hostal Residencia";"1ª - 1 Estrella";"";"RIVERO";"Calle MAYOR, 12";"24325";"León";"Bercianos del Real Camino";"BERCIANOS DEL REAL CAMINO";"BERCIANOS DEL REAL CAMINO";"987784287";"";"";"";"";"";"";"16";"-5,142366";"42,388133";"Si";
"37/000312";"Hotel";"4ª - 4 Estrellas";"";"PUENTE ROMANO DE SALAMANCA";"PLAZA CHICA, Nº 10";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923193736";"923190982";"";"info@hotelpuenteromanodesalamanca.com";"www.hotelpuenteromanodesalamanca.com";"";"";"70";"-5,672694";"40,955547";"Si";
"24/000398";"Hostal Residencia";"1ª - 1 Estrella";"";"CUMBRES DE OMAÑA";"Calle LA CARRETERA 20";"24136";"León";"Murias de Paredes";"SENRA";"SENRA";"987593072";"";"";"";"";"";"";"10";"";"";"";
"24/000397";"Hostal Residencia";"1ª - 1 Estrella";"";"LA PICOTA";"Carretera BOÑAR-PUERTO DE TARNA 35";"24857";"León";"Puebla de Lillo";"COFIÑAL";"COFIÑAL";"655989502";"";"";"lapicota@hotmail.com";"www.casalapicota.com";"";"";"14";"-5,269239";"43,032105";"Si";
"09/000303";"Hotel";"4ª - 4 Estrellas";"";"ABBA BURGOS";"Calle Fernán González 72";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947001100";"647329676";"";"abba-burgos@abbahoteles.com";"www.abbaburgoshotel.com";"";"";"177";"-3,7083333";"42,3405556";"Si";
"24/000399";"Hotel";"3ª - 3 Estrellas";"";"EL CASTILLO";"Avenida AVDA DEL CASTILLO 115";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987456227";"";"";"elcastillo@picos.com";"www.hotel-elcastillo.com";"";"";"90";"";"";"Si";
"37/000313";"Hostal";"2ª - 2 Estrellas";"";"KOMO";"CTRA. NACIONAL 501, KM. 67";"37329";"Salamanca";"Ventosa del Río Almar";"VENTOSA DEL RIO ALMAR";"";"923564045";"";"";"";"";"";"";"15";"";"";"";
"42/000248";"Hotel";"3ª - 3 Estrellas";"";"CADOSA";"CTRA. N-122, KM. 148";"42005";"Soria";"Soria";"SORIA";"SORIA";"975213143";"948211284";"";"hotelsoria@gruponan.com";"www.nanhoteles.com";"";"";"97";"-2,404372";"41,762432";"";
"05/000146";"Hotel";"2ª - 2 Estrellas";"";"EL PENTÁGONO";"Calle Carretera S/N";"05540";"Ávila";"Muñana";"MUÑANA";"MUÑANA";"920231448";"920231370";"";"saezuno@hotmail.com";"";"";"";"30";"-5,01467";"40,58804";"Si";
"24/000401";"Hotel";"3ª - 3 Estrellas";"";"CAMINO REAL";"Carretera CTRA. MADRID, N-601, KM. 320";"24227";"León";"Valdefresno";"ARCAHUEJA";"ARCAHUEJA";"987218134";"";"";"reservas@hotelcaminoreal.com";"www.hotelcaminoreal.com";"";"";"82";"-5,502879";"42,566589";"";
"24/000400";"Hostal";"2ª - 2 Estrellas";"";"HOSPEDERIA FERNANDO I";"Avenida AVDA LOS CUBOS, 32";"24007";"León";"León";"LEON";"LEON";"987220601";"";"";"";"";"";"";"33";"";"";"";
"05/000150";"Hotel";"4ª - 4 Estrellas";"";"PUERTA DE GREDOS";"Carretera FINCA ""EL LAVADERO"", CTRA. DE LOS  LLANOS, S/N";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"BARCO DE AVILA (EL)";"920 345171";"";"";"puertadegredos@izanhoteles.es";"rcameo@izanhoteles.es";"";"";"95";"-5,520655";"40,339672";"Si";
"24/000402";"Hotel";"3ª - 3 Estrellas";"";"AROI BIERZO PLAZA";"Calle PLAZA DEL AYUNTAMIENTO, 4-5";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409001";"987409244";"";"administracion@aroihoteles.com";"www.aroihoteles.com";"";"";"58";"-6,590839";"42,545942";"Si";
"37/000315";"Hotel";"3ª - 3 Estrellas";"";"TORRE DEL CLAVERO";"CONSUELO,21";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923280410";"";"";"info@hoteltorredelclavero.com";"www.hoteltorredelclavero.com";"";"";"48";"";"";"Si";
"40/000153";"Pensión";"Categoría única";"";"HOSPEDERIA D. LUIS";"PZA. DEL MERCADO, 23";"40355";"Segovia";"Fuentesaúco de Fuentidueña";"FUENTESAUCO DE FUENTIDUEÑA";"FUENTESAUCO DE FUENTIDUEÑA";"921169616";"917112248";"";"";"";"";"";"15";"";"";"";
"37/000317";"Hostal";"1ª - 1 Estrella";"";"POSADA DE BLETO";"PLAZA FORTALEZA,19";"37100";"Salamanca";"Ledesma";"LEDESMA";"LEDESMA";"923570584";"";"";"";"www.posadadebleto.es";"";"";"8";"";"";"";
"09/000305";"Hostal Residencia";"1ª - 1 Estrella";"";"LAS TINAJAS";"Calle C/ ACUARIO, 5";"09195";"Burgos";"Villagonzalo Pedernales";"VILLAGONZALO PEDERNALES";"VILLAGONZALO PEDERNALES";"669470527";"669470525";"";"promocionesteresa@hotmail.com";"www.hostalastinajas.com";"";"";"17";"-3,736882";"42,30135";"";
"24/000403";"Hostal Residencia";"2ª - 2 Estrellas";"";"BURBIA";"Fuente Cubero, nº 13";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987542667";"664209596";"";"reservas@hostalburbia.com";"www.hostalburbia.com";"";"";"9";"-6,808583";"42,610602";"";
"24/000404";"Hostal Residencia";"2ª - 2 Estrellas";"";"EVAGAR";"Calle Baldomero Lozano, nº 1";"24007";"León";"León";"LEON";"LEON";"987084554";"649490919";"";"";"";"";"";"25";"";"";"";
"09/000306";"Pensión";"Categoría única";"";"TOÑI";"Calle REDECILLA DEL CAMPO, 7  1º B";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"616010808";"";"";"informacion@pensiontoni.com";"www.pensiontoni.com";"";"";"10";"";"";"Si";
"05/000151";"Hostal";"2ª - 2 Estrellas";"";"EL RINCON";"Plaza PLAZA DE ZURRAQUIN, 3-4-5";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920351044";"920213152";"";"elrincon@plaza-zurraquin.com";"www.plaza-zurraquin.com";"";"";"30";"-4,699701";"40,656722";"";
